year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,brand
2011,110000,Petrol,Individual,Manual,First Owner,18.06,1198,75.0,5,104.0,4000.0,Nissan
2018,10000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2010,70000,LPG,Individual,Manual,Second Owner,26.2,998,58.2,5,77.0,3500.0,Maruti
2012,46000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,135.4,2500.0,Tata
2002,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,94.0,5,122.58,3500.0,Hyundai
2013,108800,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2009,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai
2018,35000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,2200.0,Mahindra
2011,72000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2018,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2014,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2019,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0,Hyundai
2014,80000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2018,100000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2011,110000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,96.1,3000.0,Hyundai
2016,103000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,2200.0,Mahindra
2010,577414,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti
2015,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5,109.0,4500.0,Honda
2014,40000,Petrol,Individual,Manual,Third Owner,19.4,1198,86.8,5,109.0,4500.0,Honda
2014,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,195.0,2200.0,Mahindra
2017,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796,35.0,8,59.82,3000.0,Maruti
2015,100000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,200.0,3000.0,Tata
2013,40000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,219.7,2750.0,Hyundai
2018,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6,247.0,2000.0,Mahindra
2018,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,113.0,4200.0,Maruti
2018,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2012,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5,190.0,3000.0,Tata
2015,39000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7,400.0,2500.0,Mitsubishi
2015,28000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2010,90000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,102.0,4000.0,Ford
2006,80000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,5,172.0,4300.0,Honda
2010,35000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0,Maruti
2011,185000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,205.0,2800.0,Toyota
2016,100000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5,209.0,2000.0,Fiat
2008,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54,2700.0,Honda
2010,100000,Diesel,Individual,Manual,Second Owner,17.5,1896,106.0,5,250.07,1900.0,Skoda
2008,110000,Diesel,Individual,Manual,Second Owner,17.5,1896,106.0,5,250.07,1900.0,Skoda
2011,130000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,159.85,2000.0,Ford
2018,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,151.0,4850.0,Hyundai
2018,9000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2019,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,5,113.0,4200.0,Maruti
2013,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,90.0,3500.0,Maruti
2014,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2014,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2017,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,2200.0,Mahindra
2013,105000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2011,121941,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2014,100000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8,220.0,2600.0,Mahindra
2013,152186,Diesel,Dealer,Manual,Second Owner,20.45,1461,83.8,5,200.0,1900.0,Renault
2011,89580,Diesel,Dealer,Manual,Second Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2019,2789,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,Ford
2018,35278,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5,215.0,2500.0,Ford
2018,2860,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5,215.0,2500.0,Ford
2010,200000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2018,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,115.0,3600.0,Mahindra
2008,60000,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,5,101.99,3200.0,Hyundai
2011,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5,170.0,2400.0,Toyota
2011,78562,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2011,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2003,36088,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2014,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2012,100000,Diesel,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2018,40000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,Maruti
2020,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5,104.0,4000.0,Datsun
2008,60000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2019,10000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai
2018,10000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7,200.0,1750.0,Maruti
2011,35000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2014,80000,Diesel,Individual,Manual,First Owner,14.74,2199,194.3,7,420.7,2500.0,Hyundai
2019,28000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,360.0,2800.0,Mahindra
2017,35000,Diesel,Individual,Manual,First Owner,24.29,1498,99.0,5,215.0,3000.0,Ford
2019,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2019,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179,152.87,7,360.0,2800.0,Mahindra
2016,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2012,129000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2015,100000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2018,28000,Petrol,Individual,Manual,Second Owner,17.0,1198,108.5,5,170.0,4000.0,Tata
2013,70000,Petrol,Individual,Manual,First Owner,13.87,1598,86.0,5,128.0,3100.0,Mahindra
2008,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,235.36,2750.0,Hyundai
2007,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2016,60000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5,114.0,4000.0,Hyundai
2008,110000,Diesel,Individual,Manual,Third Owner,10.5,2609,120.0,7,290.0,2800.0,Mahindra
2007,64000,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2017,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2017,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2018,23000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0,Tata
2018,20000,Diesel,Individual,Manual,First Owner,18.49,2179,120.0,9,280.0,2800.0,Mahindra
2011,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2013,80000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,219.6,2750.0,Hyundai
2016,50000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2005,50000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Tata
2017,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault
2011,500000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2017,46000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,280.0,2800.0,Mahindra
2015,80000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,9,200.0,2200.0,Mahindra
2016,90000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2015,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,9,200.0,2200.0,Mahindra
2006,80000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2015,90000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2014,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2019,90000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault
2016,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2013,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2012,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,2500.0,Volkswagen
2015,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,180.4,2500.0,Hyundai
2011,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2014,56000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,145.0,4600.0,Honda
2017,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2014,70000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2014,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2014,60000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0,Honda
2013,133000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,320.0,2700.0,Tata
2010,160000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2020,30000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5,69.0,3500.0,Maruti
2013,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2013,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,135.0,2500.0,Tata
2014,80000,Petrol,Individual,Manual,First Owner,13.7,1399,98.82,7,131.0,4400.0,Chevrolet
2014,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2013,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2016,73000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,2200.0,Mahindra
2017,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2012,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2018,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,8,98.0,3000.0,Mahindra
2019,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6,138.0,4400.0,Maruti
2017,44000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti
2012,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,114.0,4000.0,Maruti
2013,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5,146.0,3400.0,Ford
2017,42000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2017,80000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0,Maruti
2012,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,108.0,4400.0,Chevrolet
2017,70000,Petrol,Individual,Manual,Third Owner,23.9,624,37.48,4,51.0,4000.0,Tata
2015,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2012,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,320.0,2700.0,Tata
2008,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2005,220000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,10,186.33,1800.0,Chevrolet
2009,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2004,120000,Petrol,Individual,Manual,Second Owner,13.4,2362,164.7,5,224.0,4000.0,Toyota
2012,110000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0,Maruti
2017,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2016,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2018,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5,109.0,4500.0,Honda
2013,88000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2020,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,7,320.0,2800.0,Mahindra
2017,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2007,80000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,5,159.85,2000.0,Ford
2014,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai
2011,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2012,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2019,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2017,35000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2014,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,2400.0,Toyota
2016,63000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5,160.0,2750.0,Hyundai
2019,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,250.0,3000.0,Volkswagen
2011,64500,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2016,100000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2017,40000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,259.9,2750.0,Hyundai
2017,15000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2015,25000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,2400.0,Toyota
2015,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2011,148000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,200.0,3000.0,Tata
2018,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,7,320.0,2800.0,Mahindra
2012,70000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5,96.1,3000.0,Hyundai
2008,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2010,120000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5,132.39,2500.0,Tata
2012,60000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,5,160.0,2000.0,Ford
2011,90000,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,5,200.0,3000.0,Tata
2014,68000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2012,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2015,85000,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2011,45500,Petrol,Dealer,Manual,First Owner,16.78,1496,88.73,5,132.0,3000.0,Toyota
2014,67000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2014,77000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2016,47000,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2017,57000,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,5,113.0,3300.0,Tata
2018,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2012,110000,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,5,170.0,2400.0,Toyota
2013,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2013,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2017,28000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2016,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498,103.52,5,250.0,2500.0,Skoda
2013,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti
2012,8500,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2016,80000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2007,97000,Petrol,Individual,Manual,First Owner,16.6,1388,68.0,5,159.85,2000.0,Ford
2012,90000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,320.0,2700.0,Tata
2015,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2016,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2017,20000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,103.0,4500.0,Maruti
2012,60300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen
2015,35000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,200.0,3000.0,Tata
2011,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,2700.0,Tata
2008,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2016,58000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2017,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2013,56315,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet
2017,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,2200.0,Mahindra
2013,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,170.0,2400.0,Toyota
2006,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,10,186.33,1800.0,Chevrolet
2006,120000,LPG,Individual,Manual,Third Owner,17.3,1061,57.5,5,76.49,4500.0,Maruti
2007,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,5,90.0,3500.0,Maruti
2006,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794,125.0,5,157.89,4200.0,Toyota
2009,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2010,100000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,5,190.0,1750.0,Tata
2007,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti
2017,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2011,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2006,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2019,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2013,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,5,140.0,4400.0,Ford
2015,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2012,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2014,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2016,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2006,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,159.85,2000.0,Ford
2013,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,135.4,2500.0,Tata
2012,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,290.0,2800.0,Mahindra
2014,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,170.0,2400.0,Toyota
2017,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2017,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,170.0,2400.0,Toyota
2013,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5,177.5,4700.0,Hyundai
2010,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,Honda
2005,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2008,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2017,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2014,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2012,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5,250.0,4250.0,Hyundai
2017,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,77.0,3500.0,Maruti
2016,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,170.0,2400.0,Toyota
2015,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,3400.0,Toyota
2010,134000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti
2010,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2015,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,3400.0,Toyota
2012,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5,200.0,1900.0,Renault
2013,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2010,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2019,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2014,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2017,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,219.7,2750.0,Hyundai
2016,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti
2014,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,5,320.0,3000.0,Skoda
2010,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2018,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1500.0,Mahindra
2017,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,Maruti
2017,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,104.0,4400.0,Nissan
2017,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,140.0,3000.0,Tata
2013,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,114.0,4000.0,Maruti
2013,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,5,90.0,3500.0,Maruti
2007,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,5,96.11,3000.0,Hyundai
2012,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2018,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2019,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2017,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,3000.0,Tata
2011,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2008,86000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2009,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2010,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2016,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2010,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2015,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5,110.0,4800.0,Honda
2017,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,Hyundai
2012,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2016,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
